_id,Ano,Codigo,Inep,Escola,Municipio,Localizacao,Situacao,Endereco,Numero,Bairro,Cep,Telefone,Email,TipoEnsino,idTipoEnsino,NivelOrganizacional,IdEscola,Id
89,2014,3200607,32019807,EEEFM - MONSENHOR GUILHERME SCHMITZ,ARACRUZ,URBANA,Em Atividade,RUA ARISTIDES BITTI,350,DE CARLI,29194006,(27) - 32561637,ESCOLAMONSENHOR@HOTMAIL.COM,EDUCAÇÃO PROFISSIONAL,6,Estadual,98,5182162
90,2014,3200607,32019807,EEEFM - MONSENHOR GUILHERME SCHMITZ,ARACRUZ,URBANA,Em Atividade,RUA ARISTIDES BITTI,350,DE CARLI,29194006,(27) - 32561637,ESCOLAMONSENHOR@HOTMAIL.COM,EDUCAÇÃO PROFISSIONAL,6,Estadual,98,5182163
91,2013,3200607,32019807,EEEFM - MONSENHOR GUILHERME SCHMITZ,ARACRUZ,URBANA,Em Atividade,RUA ARISTIDES BITTI,350,DE CARLI,29194006,(27) - 32561637,ESCOLAMONSENHOR@HOTMAIL.COM,EDUCAÇÃO PROFISSIONAL,6,Estadual,98,5182164
92,2015,3200607,32019807,EEEFM - MONSENHOR GUILHERME SCHMITZ,ARACRUZ,URBANA,Em Atividade,RUA ARISTIDES BITTI,350,DE CARLI,29194006,(27) - 32561637,ESCOLAMONSENHOR@HOTMAIL.COM,EDUCAÇÃO ESPECIAL,7,Estadual,98,5182165
93,2013,3205002,32035403,EEEFM - GETULIO PIMENTEL LOUREIRO,SERRA,URBANA,Em Atividade,RUA PROJETADA,S/N,JARDIM GUANABARA,29177520,(27) - 32513202,ESCOLAGETULIO@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,100,5182166
94,2012,3205002,32035403,EEEFM - GETULIO PIMENTEL LOUREIRO,SERRA,URBANA,Em Atividade,RUA PROJETADA,S/N,JARDIM GUANABARA,29177520,(27) - 32513202,ESCOLAGETULIO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,100,5182167
95,2014,3205002,32035403,EEEFM - GETULIO PIMENTEL LOUREIRO,SERRA,URBANA,Em Atividade,RUA PROJETADA,S/N,JARDIM GUANABARA,29177520,(27) - 32513202,ESCOLAGETULIO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,100,5182168
96,2011,3205002,32036493,EEEFM - PROF JURACI MACHADO,SERRA,URBANA,Em Atividade,AVENIDA SANTAREM,"",BARCELONA,29166400,(27) - 32417961,ESCOLAJURACYMACHADO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,103,5182169
97,2009,3205002,32037163,EEEFM - FRANCISCO NASCIMENTO,SERRA,URBANA,Em Atividade,RUA E,215,CASTELANDIA,29172639,(27) - 32521762,ESCOLANASCIMENTO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,104,5182170
98,2011,3205002,32037163,EEEFM - FRANCISCO NASCIMENTO,SERRA,URBANA,Em Atividade,RUA E,215,CASTELANDIA,29172639,(27) - 32521762,ESCOLANASCIMENTO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,104,5182171
99,2010,3205002,32037163,EEEFM - FRANCISCO NASCIMENTO,SERRA,URBANA,Em Atividade,RUA E,215,CASTELANDIA,29172639,(27) - 32521762,ESCOLANASCIMENTO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,104,5182172
100,2011,3205002,32037163,EEEFM - FRANCISCO NASCIMENTO,SERRA,URBANA,Em Atividade,RUA E,215,CASTELANDIA,29172639,(27) - 32521762,ESCOLANASCIMENTO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,104,5182173
101,2013,3205002,32037163,EEEFM - FRANCISCO NASCIMENTO,SERRA,URBANA,Em Atividade,RUA E,215,CASTELANDIA,29172639,(27) - 32521762,ESCOLANASCIMENTO@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,104,5182174
102,2011,3205002,32037171,EEEF - GERMANO ANDRE LUBE,SERRA,URBANA,Em Atividade,RUA GOITACASES,"",DAS LARANJEIRAS,29175597,(27) - 32523959,ESCOLAGERMANOANDRE@SEDU.ES.GOV,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,105,5182175
103,2011,3205002,32037171,EEEF - GERMANO ANDRE LUBE,SERRA,URBANA,Em Atividade,RUA GOITACASES,"",DAS LARANJEIRAS,29175597,(27) - 32523959,ESCOLAGERMANOANDRE@SEDU.ES.GOV,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,105,5182176
104,2013,3205002,32037171,EEEF - GERMANO ANDRE LUBE,SERRA,URBANA,Em Atividade,RUA GOITACASES,"",DAS LARANJEIRAS,29175597,(27) - 32523959,ESCOLAGERMANOANDRE@SEDU.ES.GOV,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,105,5182177
105,2015,3205002,32037171,EEEF - GERMANO ANDRE LUBE,SERRA,URBANA,Em Atividade,RUA GOITACASES,"",DAS LARANJEIRAS,29175597,(27) - 32523959,ESCOLAGERMANOANDRE@SEDU.ES.GOV,EDUCAÇÃO ESPECIAL,7,Estadual,105,5182178
106,2008,3205002,32037180,EEEFM - JACARAIPE,SERRA,URBANA,Em Atividade,RUA GUACIRA,713,JARDIM ATLANTICO,29175256,(27) - 32524482,ESCOLAJACARAIPE@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,106,5182179
107,2014,3205002,32037180,EEEFM - JACARAIPE,SERRA,URBANA,Em Atividade,RUA GUACIRA,713,JARDIM ATLANTICO,29175256,(27) - 32524482,ESCOLAJACARAIPE@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,106,5182180
108,2015,3205002,32037180,EEEFM - JACARAIPE,SERRA,URBANA,Em Atividade,RUA GUACIRA,713,JARDIM ATLANTICO,29175256,(27) - 32524482,ESCOLAJACARAIPE@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,106,5182181
109,2011,3205002,32037180,EEEFM - JACARAIPE,SERRA,URBANA,Em Atividade,RUA GUACIRA,713,JARDIM ATLANTICO,29175256,(27) - 32524482,ESCOLAJACARAIPE@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,106,5182182
110,2012,3205002,32037180,EEEFM - JACARAIPE,SERRA,URBANA,Em Atividade,RUA GUACIRA,713,JARDIM ATLANTICO,29175256,(27) - 32524482,ESCOLAJACARAIPE@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,106,5182183
111,2010,3200607,32073330,EEEM - MISAEL PINTO NETTO,ARACRUZ,URBANA,Em Atividade,RUA ARISTIDES GUARANA,38,CENTRO,29190050,(27) - 32566270,ESCOLAMISAELPINTO@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,107,5182184
112,2010,3205002,32037260,EEEFM - SILVIO EGITO SOBRINHO,SERRA,URBANA,Em Atividade,AVENIDA PRINCIPAL,"",SOLAR DE ANCHIETA,29162831,(27) - 32281107,ESCOLASILVIOEGITO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,108,5182185
113,2015,3205002,32037350,EEEFM - LARANJEIRAS,SERRA,URBANA,Em Atividade,AVENIDA CEL MANOEL NUNES,LARANJEIRAS,LARANJEIRAS VELHA,29162010,(27) - 32815714,ESCOLALARANJEIRAS@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,109,5182186
114,2014,3205002,32037350,EEEFM - LARANJEIRAS,SERRA,URBANA,Em Atividade,AVENIDA CEL MANOEL NUNES,LARANJEIRAS,LARANJEIRAS VELHA,29162010,(27) - 32815714,ESCOLALARANJEIRAS@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,109,5182187
115,2009,3205002,32037350,EEEFM - LARANJEIRAS,SERRA,URBANA,Em Atividade,AVENIDA CEL MANOEL NUNES,LARANJEIRAS,LARANJEIRAS VELHA,29162010,(27) - 32815714,ESCOLALARANJEIRAS@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,109,5182188
116,2013,3205002,32037368,EEEFM - ARISTOBULO BARBOSA LEAO,SERRA,URBANA,Em Atividade,AVENIDA MARIO DA SILVA NUNES,1000,JARDIM LIMOEIRO,29164044,(27) - 33283613,ESCOLAARISTOBULO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,110,5182189
117,2014,3205002,32037368,EEEFM - ARISTOBULO BARBOSA LEAO,SERRA,URBANA,Em Atividade,AVENIDA MARIO DA SILVA NUNES,1000,JARDIM LIMOEIRO,29164044,(27) - 33283613,ESCOLAARISTOBULO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,110,5182190
118,2014,3205002,32037368,EEEFM - ARISTOBULO BARBOSA LEAO,SERRA,URBANA,Em Atividade,AVENIDA MARIO DA SILVA NUNES,1000,JARDIM LIMOEIRO,29164044,(27) - 33283613,ESCOLAARISTOBULO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,110,5182191
119,2010,3200607,32020180,EEEFM - DYLIO PENEDO,ARACRUZ,URBANA,Em Atividade,RUA EURICO CONCEICAO,"",JACUPEMBA,29196015,(27) - 32751288,ESCOLADYLIOPENEDO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,111,5182192
120,2012,3200607,32020180,EEEFM - DYLIO PENEDO,ARACRUZ,URBANA,Em Atividade,RUA EURICO CONCEICAO,"",JACUPEMBA,29196015,(27) - 32751288,ESCOLADYLIOPENEDO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,111,5182193
121,2013,3200607,32020180,EEEFM - DYLIO PENEDO,ARACRUZ,URBANA,Em Atividade,RUA EURICO CONCEICAO,"",JACUPEMBA,29196015,(27) - 32751288,ESCOLADYLIOPENEDO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,111,5182194
122,2012,3200607,32020180,EEEFM - DYLIO PENEDO,ARACRUZ,URBANA,Em Atividade,RUA EURICO CONCEICAO,"",JACUPEMBA,29196015,(27) - 32751288,ESCOLADYLIOPENEDO@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,111,5182195
123,2011,3200607,32020333,EEEFM - ERMENTINA LEAL,ARACRUZ,URBANA,Em Atividade,AVENIDA SAO BENEDITO,344,VILA DO RIACHO,29197105,(27) - 32509210,ESCOLAERMENTINALEAL@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,112,5182196
124,2008,3200607,32020333,EEEFM - ERMENTINA LEAL,ARACRUZ,URBANA,Em Atividade,AVENIDA SAO BENEDITO,344,VILA DO RIACHO,29197105,(27) - 32509210,ESCOLAERMENTINALEAL@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,112,5182197
125,2010,3200607,32020333,EEEFM - ERMENTINA LEAL,ARACRUZ,URBANA,Em Atividade,AVENIDA SAO BENEDITO,344,VILA DO RIACHO,29197105,(27) - 32509210,ESCOLAERMENTINALEAL@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,112,5182198
126,2012,3200607,32020333,EEEFM - ERMENTINA LEAL,ARACRUZ,URBANA,Em Atividade,AVENIDA SAO BENEDITO,344,VILA DO RIACHO,29197105,(27) - 32509210,ESCOLAERMENTINALEAL@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,112,5182199
127,2014,3200607,32020341,EEEFM - CABOCLO BERNARDO,ARACRUZ,URBANA,Em Atividade,AVENIDA APARICIO ALVARENGA,145,BARRA DO RIACHO,29197556,(27) - 32969778,ESCOLACABOCLO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,113,5182200
128,2015,3200607,32020341,EEEFM - CABOCLO BERNARDO,ARACRUZ,URBANA,Em Atividade,AVENIDA APARICIO ALVARENGA,145,BARRA DO RIACHO,29197556,(27) - 32969778,ESCOLACABOCLO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,113,5182201
129,2013,3205002,32036027,EEEF - PREFEITO JOSE MARIA MIGUEL FEU ROSA,SERRA,URBANA,Em Atividade,RUA 22 DE ABRIL,"",MANGUINHOS,29173041,() - ,ESCOLAPREFEITOJOSE@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,114,5182202
130,2015,3200607,32020643,EEEFM - PRIMO BITTI,ARACRUZ,URBANA,Em Atividade,RUA PALMEIRAS,"",COQUEIRAL,29199135,(27) - 32501909,EEEFMPRIMOBITTI@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,117,5182203
131,2014,3200607,32020643,EEEFM - PRIMO BITTI,ARACRUZ,URBANA,Em Atividade,RUA PALMEIRAS,"",COQUEIRAL,29199135,(27) - 32501909,EEEFMPRIMOBITTI@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,117,5182204
132,2013,3204609,32032951,EEEFM - JOSÉ PINTO COELHO,SANTA TERESA,URBANA,Em Atividade,AVENIDA BARÃO ORLANDO BONFIM,978,VILA NOVA,29650000,() - ,ESCOLAJOSEPINTO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,121,5182205
133,2009,3204609,32032951,EEEFM - JOSÉ PINTO COELHO,SANTA TERESA,URBANA,Em Atividade,AVENIDA BARÃO ORLANDO BONFIM,978,VILA NOVA,29650000,() - ,ESCOLAJOSEPINTO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,121,5182206
134,2015,3205002,32036221,EEEFM - MESTRE ALVARO,SERRA,URBANA,Em Atividade,AVENIDA RIO DOCE,"",ELDORADO,29169400,(27) - 33411050,ESCOLAMESTREALVARO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,123,5182207
135,2011,3205002,32036221,EEEFM - MESTRE ALVARO,SERRA,URBANA,Em Atividade,AVENIDA RIO DOCE,"",ELDORADO,29169400,(27) - 33411050,ESCOLAMESTREALVARO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,123,5182208
136,2014,3205002,32036221,EEEFM - MESTRE ALVARO,SERRA,URBANA,Em Atividade,AVENIDA RIO DOCE,"",ELDORADO,29169400,(27) - 33411050,ESCOLAMESTREALVARO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,123,5182209
137,2013,3204609,32033478,EEEFM - FREDERICO PRETTI,SANTA TERESA,URBANA,Em Atividade,RUA RUA PROJETADA,"",SAO JOAO DE PETROPOLIS,29660000,(27) - 31190106,ESCOLAFREDERICO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,125,5182210
138,2011,3204609,32033478,EEEFM - FREDERICO PRETTI,SANTA TERESA,URBANA,Em Atividade,RUA RUA PROJETADA,"",SAO JOAO DE PETROPOLIS,29660000,(27) - 31190106,ESCOLAFREDERICO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,125,5182211
139,2015,3204609,32033478,EEEFM - FREDERICO PRETTI,SANTA TERESA,URBANA,Em Atividade,RUA RUA PROJETADA,"",SAO JOAO DE PETROPOLIS,29660000,(27) - 31190106,ESCOLAFREDERICO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,125,5182212
140,2011,3205309,32041560,EEEFM - ALMIRANTE BARROSO,VITORIA,URBANA,Em Atividade,RUA ALMIRANTE,S/Nº,GOIABEIRAS,29075180,(27) - 33271131,ESCOLAALMIRANTE@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,126,5182213
141,2012,3205309,32041560,EEEFM - ALMIRANTE BARROSO,VITORIA,URBANA,Em Atividade,RUA ALMIRANTE,S/Nº,GOIABEIRAS,29075180,(27) - 33271131,ESCOLAALMIRANTE@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,126,5182214
142,2011,3205309,32041560,EEEFM - ALMIRANTE BARROSO,VITORIA,URBANA,Em Atividade,RUA ALMIRANTE,S/Nº,GOIABEIRAS,29075180,(27) - 33271131,ESCOLAALMIRANTE@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,126,5182215
143,2015,3205309,32041560,EEEFM - ALMIRANTE BARROSO,VITORIA,URBANA,Em Atividade,RUA ALMIRANTE,S/Nº,GOIABEIRAS,29075180,(27) - 33271131,ESCOLAALMIRANTE@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,126,5182216
144,2013,3205309,32041640,EEEM - ARNULPHO MATTOS,VITORIA,URBANA,Em Atividade,RUA NEREU RAMOS,"",REPUBLICA,29070160,(27) - 33270449,ESCOLAARNULPHOMATTOS@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,127,5182217
145,2014,3205309,32041640,EEEM - ARNULPHO MATTOS,VITORIA,URBANA,Em Atividade,RUA NEREU RAMOS,"",REPUBLICA,29070160,(27) - 33270449,ESCOLAARNULPHOMATTOS@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,127,5182218
146,2012,3205309,32041640,EEEM - ARNULPHO MATTOS,VITORIA,URBANA,Em Atividade,RUA NEREU RAMOS,"",REPUBLICA,29070160,(27) - 33270449,ESCOLAARNULPHOMATTOS@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,127,5182219
147,2012,3205309,32041640,EEEM - ARNULPHO MATTOS,VITORIA,URBANA,Em Atividade,RUA NEREU RAMOS,"",REPUBLICA,29070160,(27) - 33270449,ESCOLAARNULPHOMATTOS@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,127,5182220
148,2008,3202207,32061943,EEEFM - PROFESSORA MARIA DA PAZ PIMENTEL,FUNDAO,URBANA,Em Atividade,RUA JOÃO ARÇARI,"",CENTRO,29188000,(27) - 32771127,ESCOLAMARIADAPAZ@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,128,5182221
149,2009,3202207,32061943,EEEFM - PROFESSORA MARIA DA PAZ PIMENTEL,FUNDAO,URBANA,Em Atividade,RUA JOÃO ARÇARI,"",CENTRO,29188000,(27) - 32771127,ESCOLAMARIADAPAZ@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,128,5182222
150,2009,3202207,32061943,EEEFM - PROFESSORA MARIA DA PAZ PIMENTEL,FUNDAO,URBANA,Em Atividade,RUA JOÃO ARÇARI,"",CENTRO,29188000,(27) - 32771127,ESCOLAMARIADAPAZ@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,128,5182223
151,2015,3202207,32061943,EEEFM - PROFESSORA MARIA DA PAZ PIMENTEL,FUNDAO,URBANA,Em Atividade,RUA JOÃO ARÇARI,"",CENTRO,29188000,(27) - 32771127,ESCOLAMARIADAPAZ@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,128,5182224
152,2013,3205309,32040377,EEEF - MARIA ERICINA SANTOS,VITORIA,URBANA,Em Atividade,RUA LAD SANTA CLARA,"",PARQUE MOSCOSO,29020680,(27) - 32223499,ESCOLAMARIAERICINA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,129,5182225
153,2012,3205309,32040377,EEEF - MARIA ERICINA SANTOS,VITORIA,URBANA,Em Atividade,RUA LAD SANTA CLARA,"",PARQUE MOSCOSO,29020680,(27) - 32223499,ESCOLAMARIAERICINA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,129,5182226
154,2013,3205309,32040377,EEEF - MARIA ERICINA SANTOS,VITORIA,URBANA,Em Atividade,RUA LAD SANTA CLARA,"",PARQUE MOSCOSO,29020680,(27) - 32223499,ESCOLAMARIAERICINA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,129,5182227
155,2010,3205309,32040377,EEEF - MARIA ERICINA SANTOS,VITORIA,URBANA,Em Atividade,RUA LAD SANTA CLARA,"",PARQUE MOSCOSO,29020680,(27) - 32223499,ESCOLAMARIAERICINA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,129,5182228
156,2009,3205309,32063199,EEEFM - ELZA LEMOS ANDREATTA,VITORIA,URBANA,Em Atividade,RUA AMADEU MUNIZ CORREIA,"",ILHA DAS CAIEIRAS,29032170,(27) - 33237212,ESCOLAELZALEMOS@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,130,5182229
157,2013,3205309,32063199,EEEFM - ELZA LEMOS ANDREATTA,VITORIA,URBANA,Em Atividade,RUA AMADEU MUNIZ CORREIA,"",ILHA DAS CAIEIRAS,29032170,(27) - 33237212,ESCOLAELZALEMOS@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,130,5182230
158,2009,3205002,32036540,EEEF - TAQUARA I,SERRA,URBANA,Em Atividade,RUA DOS BEIJA FLORES,"",TAQUARA I,29175350,() - ,ESCOLATAQUARA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,135,5182231
159,2012,3205002,32036540,EEEF - TAQUARA I,SERRA,URBANA,Em Atividade,RUA DOS BEIJA FLORES,"",TAQUARA I,29175350,() - ,ESCOLATAQUARA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,135,5182232
160,2014,3205002,32036558,EEEFM - BELMIRO TEIXEIRA PIMENTA,SERRA,URBANA,Em Atividade,RUA DOS PERDIZES,"",EURICO SALLES,29160390,(27) - 32281348,ESCOLABELMIRO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,136,5182233
161,2015,3205002,32036558,EEEFM - BELMIRO TEIXEIRA PIMENTA,SERRA,URBANA,Em Atividade,RUA DOS PERDIZES,"",EURICO SALLES,29160390,(27) - 32281348,ESCOLABELMIRO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,136,5182234
162,2009,3205002,32036558,EEEFM - BELMIRO TEIXEIRA PIMENTA,SERRA,URBANA,Em Atividade,RUA DOS PERDIZES,"",EURICO SALLES,29160390,(27) - 32281348,ESCOLABELMIRO@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,136,5182235
163,2013,3205002,32036558,EEEFM - BELMIRO TEIXEIRA PIMENTA,SERRA,URBANA,Em Atividade,RUA DOS PERDIZES,"",EURICO SALLES,29160390,(27) - 32281348,ESCOLABELMIRO@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,136,5182236
164,2015,3205002,32036566,EEEFM - CLOTILDE RATO,SERRA,URBANA,Em Atividade,RUA RUI BARBOSA,451,DE FATIMA,29160813,(27) - 33370930,ESCOLACLOTILDERATO@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,137,5182237
165,2015,3205002,32036566,EEEFM - CLOTILDE RATO,SERRA,URBANA,Em Atividade,RUA RUI BARBOSA,451,DE FATIMA,29160813,(27) - 33370930,ESCOLACLOTILDERATO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,137,5182238
166,2008,3205002,32036574,EEEFM - IRACEMA CONCEICAO SILVA,SERRA,URBANA,Em Atividade,RUA GUIMARAES ROSA,"",CHACARA PARREIRAL,29164360,(27) - 33383127,ESCOLAIRACEMA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,138,5182239
167,2009,3205002,32036574,EEEFM - IRACEMA CONCEICAO SILVA,SERRA,URBANA,Em Atividade,RUA GUIMARAES ROSA,"",CHACARA PARREIRAL,29164360,(27) - 33383127,ESCOLAIRACEMA@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,138,5182240
168,2008,3205002,32036574,EEEFM - IRACEMA CONCEICAO SILVA,SERRA,URBANA,Em Atividade,RUA GUIMARAES ROSA,"",CHACARA PARREIRAL,29164360,(27) - 33383127,ESCOLAIRACEMA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,138,5182241
169,2013,3205002,32036582,EEEFM - PROF HILDA MIRANDA NASCIMENTO,SERRA,URBANA,Em Atividade,AVENIDA BRASILIA,"",PORTO CANOA,29168600,(27) - 33411068,ESCOLAHILDAMIRANDA@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,139,5182242
170,2008,3205200,32079230,EEEM - MARIO GURGEL,VILA VELHA,URBANA,Em Atividade,AVENIDA MARROCOS,"",JABAETE,29126747,(27) - 32446139,ESCOLAMARIOGURGEL@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,140,5182243
171,2011,3205200,32079230,EEEM - MARIO GURGEL,VILA VELHA,URBANA,Em Atividade,AVENIDA MARROCOS,"",JABAETE,29126747,(27) - 32446139,ESCOLAMARIOGURGEL@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,140,5182244
172,2013,3205200,32079230,EEEM - MARIO GURGEL,VILA VELHA,URBANA,Em Atividade,AVENIDA MARROCOS,"",JABAETE,29126747,(27) - 32446139,ESCOLAMARIOGURGEL@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,140,5182245
173,2012,3202405,32043490,EEEFM - ANGELICA PAIXAO,GUARAPARI,URBANA,Em Atividade,RUA OZIAS SANTANA,100,CENTRO,29200010,(27) - 32610026,ESCOLAANGELICAPAIXAO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,141,5182246
174,2013,3202405,32043490,EEEFM - ANGELICA PAIXAO,GUARAPARI,URBANA,Em Atividade,RUA OZIAS SANTANA,100,CENTRO,29200010,(27) - 32610026,ESCOLAANGELICAPAIXAO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,141,5182247
175,2014,3202405,32043490,EEEFM - ANGELICA PAIXAO,GUARAPARI,URBANA,Em Atividade,RUA OZIAS SANTANA,100,CENTRO,29200010,(27) - 32610026,ESCOLAANGELICAPAIXAO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,141,5182248
176,2015,3202405,32043490,EEEFM - ANGELICA PAIXAO,GUARAPARI,URBANA,Em Atividade,RUA OZIAS SANTANA,100,CENTRO,29200010,(27) - 32610026,ESCOLAANGELICAPAIXAO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,141,5182249
177,2015,3202405,32043490,EEEFM - ANGELICA PAIXAO,GUARAPARI,URBANA,Em Atividade,RUA OZIAS SANTANA,100,CENTRO,29200010,(27) - 32610026,ESCOLAANGELICAPAIXAO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,141,5182250
178,2009,3202405,32043538,EEEFM - JOVENTINA SIMOES,GUARAPARI,URBANA,Em Atividade,RUA ERNESTINA VIEIRA SIMOES,"",OLARIA,29202552,(27) - 32616846,ESCOLAJOVENTINA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,143,5182251
