_id,LOGRADOURO,ZONA,SITUACFISI,DATA,TELEFONE,GEOCODIGO,FONTE,ADMINISTRA,NUMERO,OPERACION,CLASSECNAE,MUNICIPIO,BAIRRO,NOMEABREV,SIGLAEXTEN,NOME,CEP,CODESCOLA,SITUACAO,ORIGEM,COORDX,COORDY,Id
86,Rua Projetada,Urbana,"",Out/2010,(27) 3754-2277 / 3754-2262,3203502,IJSN,Municipal,s/n,Sim,Infantil,Montanha,Comunidade São Sebastião do Norte,CMEI,Centro Municipal de Educação Infantil,CMEI Cantinho do Paraíso,29890-000,32071264,EM ATIVIDADE,"","-40,1749645840672","-18,1059699637",86
87,"",Urbana,"",Out/2010,(27) 3754-2277 / 3754-2582,3203502,IJSN,Municipal,s/n,Sim,Fundamental,Montanha,Comunidade Ramal da Fumaça,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Professora Almerinda Rezende Fiorio,29890-000,32014732,EM ATIVIDADE,"","-40,1878459440719","-18,099061306199",87
88,Rua Júlia de Souza Freitas,Urbana,"",Out/2010,(27) 3764-5306,3204054,IJSN,Municipal,s/n,Sim,Infantil,Pedro Canário,Comunidade Cristal do Norte,CEIM,Centro de Educação Infantil Municipal,CEIM Amélia Lucas Faria,29978-000,32070586,EM ATIVIDADE,"","-40,1086189649079","-18,0898555394583",88
89,Avenida Francisco Porfirio de Souza,Urbana,"",Out/2010,(27) 3764-5270,3204054,IJSN,Estadual,20,Sim,Fundamental e Médio,Pedro Canário,Comunidade Cristal do Norte,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Professora Luiza Bastos Farias,29978-000,32017529,EM ATIVIDADE,"","-40,1073971844681","-18,0880077989913",89
90,Avenida Francisco Porfirio de Souza,Urbana,"",Out/2010,(27) 3764-5236,3204054,IJSN,Municipal,908,Sim,Fundamental,Pedro Canário,Comunidade Cristal do Norte,EMPEF,Escola Municipal Pluridocente de Ensino Fundamental,EMPEF Cristal do Norte,29978-000,32017537,EM ATIVIDADE,"","-40,1082615180875","-18,0872906063059",90
91,Rua Aymores,Urbana,"",Out/2010,(27) 3764-4033,3204054,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Pedro Canário,Comunidade Taquara,EMPEF,Escola Municipal Pluridocente de Ensino Fundamental,EMPEF Taquaras,29970-000,32017502,EM ATIVIDADE,"","-40,1506294899297","-18,0307590198472",91
92,Rua Lousival Carvalho,Urbana,"",Out/2010,"",3204104,IJSN,Municipal,55,Sim,Infantil,Pinheiros,Comunidade São João do Sobrado,CMEI,Centro Municipal de Educação Infantil,CMEI MUL Doce Lar,29980-000,32015950,EM ATIVIDADE,"","-40,4051256181132","-18,3235263178097",92
93,Rua Ana Ataídes,Urbana,"",Out/2010,(27) 3765-5132 / 3765-5265 / 3765-5132,3204104,IJSN,Estadual,285,Sim,Médio,Pinheiros,Comunidade São João do Sobrado,EEEM,Escola Estadual de Ensino Médio,EEEFM São João do Sobrado,29985-000,32015550,EM ATIVIDADE,"","-40,4052498535259","-18,3182855713986",93
94,Praça Getúlio Vargas,Rural,"",Out/2010,"",3204252,IJSN,Estadual,s/n,Sim,Fundamental,Ponto Belo,Comunidade Itamira,EEUEF,Escola Estadual Unidocente de Ensino Fundamental,EEUEF Octaviano Rodrigues de Carvalho,29885-000,32079486,EM ATIVIDADE,"","-40,4865729505157","-18,2744886670524",96
95,Avenida Carlos Krauser,Urbana,"",Out/2010,(27) 9940-2326,3203908,IJSN,Estadual,s/n,Sim,Fundamental e Médio,Nova Venécia,Centro,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM José Zanprogno,29830-000,32007515,EM ATIVIDADE,"","-40,4663500987105","-18,4951769750053",98
96,Rua da Matriz,Urbana,"",Out/2010,"",3203908,IJSN,Municipal,s/n,Sim,Fundamental,Nova Venécia,São Luis dos Reis,EMEF,Escola Municipal de Ensino Fundamental,EMEF São Luiz Rei,29830-000,32007507,EM ATIVIDADE,"","-40,5211698343155","-18,4904338175628",99
97,Rua Palmira,Urbana,"",Out/2010,(27) 9932-2818 / 3768-6001,3201001,IJSN,Municipal,s/n,Sim,Fundamental,Boa Esperança,Comunidade Quilometro 20,EMEF,Escola Municipal de Ensino Fundamental,EMEIEF Quilometro 20,29845-000,32005644,EM ATIVIDADE,"","-40,3988171082922","-18,4872053585193",101
98,"",Rural,"",Out/2010,(27) 3772-9008 / 3772-4005,3203908,IJSN,Municipal,s/n,Sim,Fundamental,Nova Venécia,Comunidade Vermelho,EMCOR,Escola Municipal Comunitária Rural,EMCOR em Pedagogia da Alternância Gaviãozinho,29830-000,32123035,EM ATIVIDADE,"","-40,5071215487122","-18,4187313944205",103
99,"",Rural,"",Out/2010,"",3202108,IJSN,Municipal,s/n,Sim,Fundamental,Ecoporanga,Comunidade Travessia,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Vale de Ouro,29850-000,32003781,EM ATIVIDADE,"","-40,5832509877004","-18,4116560659794",104
100,"",Rural,"",Out/2010,"",3203908,IJSN,Municipal,s/n,Sim,Fundamental,Nova Venécia,Comunidade Travessia,EMEF,Escola Municipal de Ensino Fundamental,EMEF Córrego da Travessia,29830-000,32007469,EM ATIVIDADE,"","-40,5528010282162","-18,3792919975671",107
101,Assentamento Olinda II,Rural,"",Out/2010,"",3204104,IJSN,Estadual,32,Sim,Fundamental,Pinheiros,Comunidade São João do Sobrado,EEPEF,Escola Estadual Pluridocente de Ensino Fundamental,EEPEF Saturnino Ribeiro dos Santos,29980-000,32073712,EM ATIVIDADE,"","-40,3991305209368","-18,3550142559959",108
102,"",Rural,"",Out/2010,"",3204252,IJSN,Municipal,s/n,Sim,Fundamental,Ponto Belo,Comunidade Estrela do Norte,EMPEIEF,Escola Municipal de Ensino Infantil Pluridocente e Ensino Fundamental,EMPEIEF Professor José Ribeiro de Novais,29885-000,32015046,EM ATIVIDADE,"","-40,5873569097982","-18,338503297152",109
103,Fazenda Cinelândia,Rural,"",Out/2010,"",3204104,IJSN,Municipal,s/n,Sim,Fundamental,Pinheiros,Comunidade São João do Sobrado,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Fazenda Cinelândia,29980-000,32015186,EM ATIVIDADE,"","-40,4129383414484","-18,3301184496846",110
104,Fazenda Afonso Cremasco,Rural,"",Out/2010,"",3204104,IJSN,Municipal,s/n,Sim,Fundamental,Pinheiros,Comunidade Córrego Sobrado,EMPEF,Escola Municipal Pluridocente de Ensino Fundamental,EMPEF Fazenda Cremasco,29980-000,32015976,EM ATIVIDADE,"","-40,4288672289591","-18,3289578296236",111
105,"",Rural,"",Nov/2010,(27) 3767-8887,3204906,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,São Mateus,Comunidade Santa Rosa de Lima I,EPM,Escola Pluridocente Municipal,EPM Córrego do Aterro,29930-000,32019416,EM ATIVIDADE,"","-40,2132104944572","-18,6456811387915",113
106,"",Rural,"",Nov/2010,(27) 3767-8887,3204906,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,São Mateus,Comunidade Patrimônio da Areia,EPM,Escola Pluridocente Municipal,EPM Patrimônio Córrego da Areia,29930-000,32006136,EM ATIVIDADE,"","-40,2787472959424","-18,6314372592592",116
107,Rua Mario de Oliveira Dias,Urbana,"",Out/2010,(27) 3759-7179,3200169,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Água Doce do Norte,Comunidade Santa Luzia do Córrego Azul,EMEIEF,Escola Municipal de Ensino Infantil e Fundamental,EMEIEF Santa Luzia do Azul,29820-000,32000529,EM ATIVIDADE,"","-41,1221202249543","-18,4187846406535",117
108,"",Rural,"",Out/2010,"",3202108,IJSN,Municipal,s/n,Sim,Fundamental,Ecoporanga,Córrego dos Barbosas,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Córrego dos Barbosas,29850-000,32003862,EM ATIVIDADE,"","-41,1182855761716","-18,2760128658555",118
109,"",Rural,"",Out/2010,"",3202108,IJSN,Municipal,s/n,Sim,Fundamental,Ecoporanga,Córrego Pau de Letra,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Fazenda Texeira,29850-000,32003889,EM ATIVIDADE,"","-41,0974436485801","-18,2433952727561",119
110,"",Rural,"",Out/2010,"",3202108,IJSN,Municipal,s/n,Sim,Fundamental,Ecoporanga,Córrego Bonfim,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Fazenda Valdomiro Leandro de Freitas,29850-000,32003960,EM ATIVIDADE,"","-41,090365925747","-18,3489360549942",120
111,"",Rural,"",Out/2010,"",3200169,IJSN,Municipal,s/n,Sim,Fundamental,Água Doce do Norte,Comunidade Brejão,EMPEF,Escola Municipal Pluridocente de Ensino Fundamental,EMPEF Professor João Batista,29820-000,32000464,EM ATIVIDADE,"","-41,075245852386","-18,3859577302654",121
112,Rua Professora Maria Vargas,Urbana,"",Out/2010,(27) 3756-6057,3200169,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Água Doce do Norte,Santo Agostinho,EMEIEF,Escola Municipal de Ensino Infantil e Fundamental,EMEIEF Professora Maria Vargas da Silva,29824-000,32000510,EM ATIVIDADE,"","-41,0364073065044","-18,4129212666434",122
113,"",Urbana,"",Out/2010,(27) 3759-6097,3200169,IJSN,Estadual,s/n,Sim,Fundamental e Médio,Água Doce do Norte,Santo Agostinho,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Dermeval Leite Ribeiro,29824-990,32000499,EM ATIVIDADE,"","-41,0316927015479","-18,4161717352818",123
114,Rua Amélio Favaro,Urbana,"",Out/2010,(27) 3765-2340,3204104,IJSN,Municipal,s/n,Sim,Fundamental,Pinheiros,Centro,EMEF,Escola Municipal de Ensino Fundamental,EMEF Vila Nova,29980-000,32015577,EM ATIVIDADE,"","-40,2130292057106","-18,4174487412797",133
115,Barra da Peneira Fazenda Veloso,Rural,"",Out/2010,(27) 9891-3971,3205150,IJSN,Municipal,s/n,Sim,Fundamental,Vila Pavão,Comunidade Córrego Onze de Novembro,CMEA,Centro Municipal de Educação Agroecológica,CMEA Agostinho Batista Veloso,29843-000,32007019,EM ATIVIDADE,"","-40,5534437073613","-18,4971130244946",134
116,Rodovia Miguel Curry Carneiro,Rural,"",Nov/2010,(27) 3767-8887,3204906,IJSN,Municipal,s/n,Sim,Fundamental,São Mateus,Comunidade Fazenda Liberdade,EUM,Escola Unidocente Municipal,EUM Arariba,29930-000,32019173,EM ATIVIDADE,"","-40,114259516681","-18,6313204872658",135
117,"",Rural,"",Out/2010,"",3203908,IJSN,Municipal,s/n,Sim,Fundamental,Nova Venécia,Comunidade Patrimônio da Areia,EMEF,Escola Municipal de Ensino Fundamental,EMEF Area Pereira,29830-000,32006055,EM ATIVIDADE,"","-40,3005112529096","-18,6279539345238",136
118,Rodovia Miguel Curry Carneiro,Rural,"",Nov/2010,"",3204906,IJSN,Municipal,s/n,Sim,Fundamental,São Mateus,Comunidade Santa Rosa de Lima I,EUM,Escola Unidocente Municipal,EUM Santa Rosa de Lima,29930-000,32019440,EM ATIVIDADE,"","-40,1922354765474","-18,6285785947222",137
119,"",Rural,"",Nov/2010,(27) 3767-8887,3204906,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,São Mateus,Comunidade Patrimônio da Areia,EPM,Escola Pluridocente Municipal,EPM Anna Lubber Lonardelli,29930-000,32006748,EM ATIVIDADE,"","-40,2747215565391","-18,612719058722",138
120,"",Rural,"",Out/2010,"",3203908,IJSN,Municipal,s/n,Sim,Fundamental,Nova Venécia,Comunidade Córrego do Ouro,EMEF,Escola Municipal de Ensino Fundamental,EMEF Córrego do Ouro,29830-000,32006683,EM ATIVIDADE,"","-40,3535049320938","-18,6051344354811",139
121,"",Rural,"",Out/2010,"",3203908,IJSN,Municipal,s/n,Sim,Fundamental,Nova Venécia,Comunidade Refrigério,EMEF,Escola Municipal de Ensino Fundamental,EMEF Refrigério,29830-000,32006799,EM ATIVIDADE,"","-40,3683607466125","-18,6003498808614",140
122,"",Urbana,"",Nov/2010,"",3204906,IJSN,Municipal,s/n,Sim,Infantil,São Mateus,Santa Maria,CEIM,Centro de Educação Infantil Municipal,CEIM Santa Maria,29930-000,32019203,EM ATIVIDADE,"","-40,1424003288759","-18,5798490421619",141
123,Rua São Domingos,Urbana,"",Out/2010,(27) 3771-3001 / 3771-3001 / 3771-3067,3204906,IJSN,Estadual,7,Sim,Fundamental e Médio,São Mateus,Comunidade Santa Maria,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Córrego de Santa Maria,29930-000,32019050,EM ATIVIDADE,"","-40,1430201527996","-18,5786919173298",142
124,"",Rural,"",Nov/2010,(27) 3767-8523,3204906,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,São Mateus,Comunidade Santa Maria,EPM,Escola Pluridocente Municipal,EPM São Domingos de Itauninhas,29930-000,32073224,EM ATIVIDADE,"","-40,1247127947484","-18,5782191854862",143
125,"",Rural,"",Nov/2010,"",3204906,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,São Mateus,Comunidade São Domingos,EPM,Escola Pluridocente Municipal,EPM Córrego do Gama,29930-000,32019084,EM ATIVIDADE,"","-40,1202104771564","-18,5675393901415",144
126,Rua Valentim Gambrini,Urbana,"",Out/2010,"",3203908,IJSN,Municipal,s/n,Sim,Fundamental,Nova Venécia,Patimônio do Bis,EMEF,Escola Municipal de Ensino Fundamental,EMEF Cachoeira Grande,29830-000,32006080,EM ATIVIDADE,"","-40,3391487174152","-18,5581324463022",145
127,Rua Professeora Irene Barbosa Figueira,Urbana,"",Out/2010,(27) 3768-1148,3201001,IJSN,Privada,132,Sim,Ensino Especial,Boa Esperança,Boa Mira,CAEE,Centro de Atendimento Educacional Especializado,CAEE Nossa Senhora das Graças,29845-000,32005466,EM ATIVIDADE,"","-40,2998501149725","-18,545019382271",146
128,Rua Jacomo Corradi,Urbana,Construída,Out/2010,"",3201001,IJSN,Municipal,s/n,Sim,Infantil,Boa Esperança,Nova Cidade,CMEI,Centro Municipal de Educação Infantil,CMEI Pró Infância,29845-000,"",EM ATIVIDADE,Mapeamento Realizado pela CGEO/IJSN,"-40,2898539553678","-18,5411613030204",147
129,Avenida Democrata,Urbana,"",Out/2010,(27) 3768-1260,3201001,IJSN,Estadual,845,Sim,Fundamental e Médio,Boa Esperança,Centro,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Antônio dos Santos Neves,29845-000,32005652,EM ATIVIDADE,"","-40,2983806781286","-18,5409818856627",148
130,Rua Amazonas,Urbana,"",Out/2010,(27) 3768-1399,3201001,IJSN,Municipal,420,Sim,Infantil,Boa Esperança,Vila Tavares,"",Creche e Pré-Escola,CMEI Pequeno Polegar,29845-000,32005482,EM ATIVIDADE,"","-40,2855954320071","-18,5400232103213",149
131,Avenida Senador Eurico Rezende,Urbana,"",Out/2010,(27) 3768-1022 / 3768-1670,3201001,IJSN,Municipal,740,Sim,Fundamental,Boa Esperança,Centro,EMEF,Escola Municipal de Ensino Fundamental,EMEF Professora Ubaldina S. Amaro do Amaral,29845-000,32005628,EM ATIVIDADE,"","-40,2980406627632","-18,5396304120873",150
132,Rua Antônio Ulisses Maciel,Urbana,"",Out/2010,"",3204906,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,São Mateus,Jambeiro,EPM,Escola Pluridocente Municipal,EPM Antônio Maciel Filho,29930-000,32018541,EM ATIVIDADE,"","-39,8672319515201","-18,6948705421645",151
133,Rua Elias Jogaib,Urbana,"",Out/2010,"",3204906,IJSN,Municipal,s/n,Sim,Infantil,São Mateus,Boa Vista,CEIM,Centro de Educação Infantil Municipal,CEIM Boa Vista,29930-000,32017570,EM ATIVIDADE,"","-39,8672898916754","-18,7180853624525",152
134,Rodovia Br 101,Rural,"",Out/2010,(27) 3762-0238,3201605,IJSN,Municipal,s/n,Sim,Fundamental,Conceição da Barra,Comunidade São Domingos,EMEF,Escola Municipal de Ensino Fundamental,EMEF Mario Florentino,29960-000,32016093,EM ATIVIDADE,"","-39,9035571014158","-18,5515642135321",153
135,"",Rural,"",Out/2010,(27) 3762-0239,3201605,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Conceição da Barra,Comunidade Córrego Linhares,EMEF,Escola Municipal de Ensino Fundamental,EMEF Linhares,29960-000,32016085,EM ATIVIDADE,"","-39,7963364286908","-18,5388740557333",154
136,Rua Principal,Urbana,"",Nov/2010,(27) 3773-1026,3204906,IJSN,Municipal,s/n,Sim,Fundamental,São Mateus,Nova Lima,EMEF,Escola Municipal de Ensino Fundamental,EMEF Anedina Almeida Santos,29930-000,32019041,EM ATIVIDADE,"","-40,0172781489633","-18,507681693869",155
137,Rua Principal,Urbana,"",Nov/2010,"",3204906,IJSN,Municipal,s/n,Sim,Infantil,São Mateus,Nova Lima,CEIM,Centro de Educação Infantil Municipal,CEIM Izabel Rodrigues Vieira,29930-000,32066724,EM ATIVIDADE,"","-40,0178070330026","-18,5070669862559",156
138,Rodovia Br 101 Km 37,Rural,"",Out/2010,(27) 3762-3054,3201605,IJSN,Municipal,s/n,Sim,Fundamental,Conceição da Barra,Comunidade Sayonara,EMEF,Escola Municipal de Ensino Fundamental,EMEF Córrego Dantas,29960-000,32016077,EM ATIVIDADE,"","-39,9223586147795","-18,4889026711783",157
139,Rodovia Br 101 Km 37,Rural,"",Out/2010,(27) 3762-6024,3201605,IJSN,Municipal,s/n,Sim,Fundamental,Conceição da Barra,Comunidade Sayonara,EMEF,Escola Municipal de Ensino Fundamental,EMEF Gentil Lopes da Cunha,29967-000,32016131,EM ATIVIDADE,"","-39,9277087687156","-18,480776691732",158
140,Rodovia Br 101 Km 37,Urbana,"",Out/2010,(27) 3762-4305,3201605,IJSN,Municipal,s/n,Sim,Infantil,Conceição da Barra,Comunidade Sayonara,CMEI,Centro Municipal de Educação Infantil,CMEI Joana Darc,29967-000,32066678,EM ATIVIDADE,"","-39,9255343566068","-18,4804359654742",159
141,Avenida Valderedo Poyares Faria,Urbana,"",Out/2010,(27) 3762-4083,3201605,IJSN,Estadual,728,Sim,Fundamental e Médio,Conceição da Barra,Campo Verde,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Augusto de Oliveira,29960-000,32096801,EM ATIVIDADE,"","-39,9305478837196","-18,4344341039891",160
142,Rua Waldereco Faria,Urbana,"",Out/2010,"",3201605,IJSN,Municipal,591,Sim,Infantil,Conceição da Barra,Centro,UPEM,Unidade Pré Escolar Municipal,UPEM Carrossel,29967-000,32066708,EM ATIVIDADE,"","-39,9308230564472","-18,433049034827",161
143,Avenida Felismino Francisco Maurício,Urbana,"",Out/2010,(27) 3762-4276,3201605,IJSN,Municipal,422,Sim,Fundamental,Conceição da Barra,Centro,EMEF,Escola Municipal de Ensino Fundamental,EMEF Aluizio Feu Smiderle,29967-000,32016360,EM ATIVIDADE,"","-39,9297516876717","-18,4323649261106",162
144,Avenida Governador Valadares,Urbana,"",Out/2010,(27) 3762-4318,3201605,IJSN,Estadual,2,Sim,Fundamental e Médio,Conceição da Barra,Centro,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM José Carlos Castro,29967-000,32016387,EM ATIVIDADE,"","-39,9304922256222","-18,4318717551773",163
145,Rua Adolpho Serra,Urbana,"",Out/2010,(27) 3762-4305,3201605,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Conceição da Barra,Pinheiro,EMEF,Escola Municipal de Ensino Fundamental,EMEF João Ferreira de Araújo,29967-000,32016344,EM ATIVIDADE,"","-39,9359460701154","-18,4317595044614",164
146,Rua Ivone Passos de Brito,Urbana,"",Out/2010,"",3201605,IJSN,Municipal,s/n,Sim,Infantil,Conceição da Barra,Centro,CMEI,Centro Municipal de Educação Infantil,CMEI Santa Mônica,29967-000,32066686,EM ATIVIDADE,"","-39,9292564761867","-18,4307888161933",165
147,Rua 13 de Maio,Urbana,"",Out/2010,"",3201605,IJSN,Municipal,s/n,Sim,Infantil,Conceição da Barra,Centro,CMEI,Centro Municipal de Educação Infantil,CMEI São João,29960-000,32016328,EM ATIVIDADE,"","-39,9317982320381","-18,4292963306993",166
148,Rua Projetada,Urbana,"",Out/2010,(27) 3762-4302,3201605,IJSN,Municipal,9,Sim,Fundamental,Conceição da Barra,Cobraice,EMEF,Escola Municipal de Ensino Fundamental,EMEF Maria Carelli Lomont,29967-000,32016379,EM ATIVIDADE,"","-39,9403964212955","-18,4251965098232",167
149,Rua Bernadino Noberto,Urbana,"",Out/2010,(27) 3762-4078,3201605,IJSN,Municipal,s/n,Sim,Infantil,Conceição da Barra,Vila Operária,CMEI,Centro Municipal de Educação Infantil,CMEI Terezinha de Jesus Nascimento de Almeida,29967-000,32067941,EM ATIVIDADE,"","-39,9391424352163","-18,4246328840233",168
150,Rua Evandro Rodrigues Barcello,Urbana,"",Out/2010,(27) 3762-5024,3201605,IJSN,Estadual,13,Sim,Médio,Conceição da Barra,"",EEEM,Escola Estadual de Ensino Médio,EEEM Dunas de Itaúnas,29960-000,32078650,EM ATIVIDADE,"","-39,7094612533581","-18,420317908721",169
151,Rua Evandro Rodrigues Barcello,Urbana,"",Out/2010,(27) 3762-5024,3201605,IJSN,Municipal,s/n,Sim,Fundamental,Conceição da Barra,Comunidade Itaúnas,EMEF,Escola Municipal de Ensino Fundamental,EMEF Benonio Falcão de Golveia,29960-000,32016450,EM ATIVIDADE,"","-39,7094322625453","-18,4202859225374",170
152,"",Rural,"",Out/2010,"",3200169,IJSN,Municipal,s/n,Sim,Fundamental,Água Doce do Norte,Comunidade Santa Luzia do Córrego Azul,EMPEF,Escola Municipal Pluridocente de Ensino Fundamental,EMPEF Cabeceira do Córrego Azul,29820-000,32000430,EM ATIVIDADE,"","-41,153218241841","-18,4232398604987",171
153,Rua Castro Alves,Urbana,"",Out/2010,(27) 3765-1054,3204104,IJSN,Municipal,281,Sim,Fundamental,Pinheiros,Vila Verde,EMEF,Escola Municipal de Ensino Fundamental,EMEF Juracy Cardoso Viana,29980-000,32015534,EM ATIVIDADE,"","-40,2198897186118","-18,4172179214306",172
154,"",Rural,"",Out/2010,(27) 9836-9048,3201001,IJSN,Privada,s/n,Sim,Médio,Boa Esperança,Comunidade Prata,EFAEMEP,Escola Família Agricola de Ensino Médio e Profissional,EFAEMEP de Boa Esperança,29845-000,32005504,EM ATIVIDADE,"","-40,2545820517237","-18,5259686769095",173
155,Rua Presidente Costa e Silva,Urbana,"",Out/2010,(27) 3768-4024,3201001,IJSN,Municipal,s/n,Sim,Fundamental,Boa Esperança,Comunidade Santo Antônio do Pouso Alegre,EMEF,Escola Municipal de Ensino Fundamental,EMEIEF Santo Antônio,29845-000,32005938,EM ATIVIDADE,"","-40,3525489428822","-18,5170389367236",174
156,Rua Curitiba,Urbana,"",Out/2010,"",3201001,IJSN,Municipal,s/n,Sim,Infantil,Boa Esperança,Comunidade Santo Antõnio do Pouso Alegre,"",Creche e Pré-Escola,Creche e Pré-Escola Amiguinhos,29845-000,32005474,EXTINTA,"","-40,3523066584666","-18,5167085955366",175
157,Rua Principal,Urbana,"",Nov/2010,(27) 3773-1026,3204906,IJSN,Municipal,s/n,Sim,Fundamental,São Mateus,São Geraldo,EUM,Escola Unidocente Municipal,EUM São Geraldo,29930-000,32019076,EM ATIVIDADE,"","-40,0459474687999","-18,5043999065751",176
158,Rua Principal,Urbana,"",Nov/2010,(27) 3771-8002,3204906,IJSN,Municipal,s/n,Sim,Fundamental,São Mateus,Itauninhas,EMEF,Escola Municipal de Ensino Fundamental,EMEF Mercedes de Aguiar,29930-000,32019068,EM ATIVIDADE,"","-40,0907822501582","-18,4893206916571",177
159,Rua Alfredo Mota,Urbana,"",Nov/2010,(27) 3771-8007,3204906,IJSN,Municipal,s/n,Sim,Infantil,São Mateus,Itauninhas,CEIM,Centro de Educação Infantil Municipal,CEIM Pingo de Gente,29930-000,32018967,EM ATIVIDADE,"","-40,0911614966856","-18,4891085665827",178
160,Rodovia São Mateus,Rural,"",Nov/2010,(27) 3763-8887,3204906,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,São Mateus,Comunidade Piaúna,EPM,Escola Pluridocente Municipal,EPM Dilo Barbosa,29930-000,32019009,EM ATIVIDADE,"","-39,9948338177996","-18,6504561128035",179
